20220927,6,38457
20221004,8,24771
20221003,6,49686
20220930,3,46687
20221002,2,1652
20221001,7,6563
20220929,1,27239
20221005,10,4644
20221005,5,2728
20221003,3,25148
20221001,7,23555
20221004,6,42215
20220929,5,12695
20221003,9,43873
20221003,5,18452
20220929,6,32301
20221002,8,42491
20220926,3,21928
20221005,10,44935
20221005,9,19325
20220926,8,22386
20221002,2,39749
20220929,5,36529
20221001,9,8857
20221002,7,12939
20221001,7,21119
20221005,8,25103
20220929,9,36740
20221003,1,8466
20220926,6,34377
20221005,7,1372
20221002,2,45233
20221005,2,30337
20221005,3,664
20220930,6,27173
20220930,5,30622
20221004,4,29197
20220929,7,35340
20220927,10,8862
20221004,8,46199
20220929,6,15576
20220926,9,12206
20221004,9,38307
20220927,9,26556
20221004,1,48758
20220927,2,32729
20220929,8,4591
20221005,2,6183
20220927,2,12946
20221001,7,39661
20221005,1,37233
20220927,10,34569
20220927,2,3274
20221001,2,48071
20220928,3,27748
20221004,3,14863
20220926,4,6728
20221003,9,46020
20221005,9,39417
20221004,2,42618
20221002,1,42510
20221001,10,25089
20220926,3,1137
20221001,6,41942
20220926,9,44085
20221004,4,23484
20220928,4,19402
20221003,10,36495
20221001,10,19613
20220930,6,11749
20221003,2,30598
20220926,5,41256
20221002,2,30860
20220926,10,23169
20221004,2,8074
20220927,1,29392
20220927,3,29502
20221002,9,11510
20221005,2,40406
20220928,4,22346
20220930,10,25320
20220929,8,38044
20221001,1,41040
20220930,3,45134
20220928,9,31696
20220930,8,4555
20220928,5,18757
20220928,8,47969
20221001,4,39184
20221003,5,31905
20220926,9,10392
20221003,5,3973
20221005,5,9588
20221003,7,33187
20221001,6,23638
20221004,6,28292
20221001,10,17636
20220929,4,46856
20220927,7,16126
20221002,5,37706
20221003,7,20386
20221002,3,46855
20221005,4,23055
20220928,3,43116
20221002,8,26534
20220928,5,19690
20220928,4,48368
20220926,1,17965
20221003,9,38907
20220927,9,45457
20221001,8,497
20220928,10,14338
20221001,4,27823
20221003,8,48240
20220926,8,37987
20220927,2,22306
20220926,1,41164
20221003,8,38432
20221005,5,6288
20220927,3,1082
20220928,4,4459
20221004,1,18430
20221005,8,34376
20221003,4,10883
